Date,Time,UserID,Location,PostContent,Sentiment,Likes,Comments,EngagementScore,ImageDescription,TravelType
6/18/2025,21:35,U93152,Oslo,Adrenaline + views = Oslo. Loved akershus fortress view!,Positive,32217,4349,28028.2,Akershus Fortress view,Adventure
6/23/2025,19:57,U42939,Bangkok,Quick trip to Bangkok for work – still managed to catch this: wat arun at sunset.,Neutral,200900,2635,125810,Wat Arun at sunset,Business
6/26/2025,14:26,U74910,Mexico City,Adrenaline + views = Mexico City. Loved street tacos on paper plate!,Positive,199779,2234,124335.4,Street tacos on paper plate,Adventure
6/8/2025,9:49,U87567,Cusco,Vacation vibes in Cusco! Stone streets of Inca city made it unforgettable.,Positive,133357,2546,85106.2,Stone streets of Inca city,Leisure
7/3/2025,23:57,U23587,Barcelona,Business isn’t all boring – check out park güell mosaics in Barcelona.,Neutral,258628,4562,164300.8,Park Güell mosaics,Business
7/12/2025,3:58,U45228,Munich,Quick trip to Munich for work – still managed to catch this: marienplatz christmas market.,Positive,360329,1211,218619.4,Marienplatz Christmas market,Business
7/1/2025,2:53,U82300,Toronto,Vacation vibes in Toronto! Graffiti Alley street art made it unforgettable.,Negative,216611,1155,132276.6,Graffiti Alley street art,Leisure
6/24/2025,11:16,U58527,Warsaw,Relaxing in Warsaw with views like this: royal castle courtyard.,Neutral,238719,1263,145757.4,Royal Castle courtyard,Leisure
6/12/2025,16:15,U83538,Toronto,Adrenaline + views = Toronto. Loved cn tower from the harbor!,Positive,47172,3340,34983.2,CN Tower from the harbor,Adventure
6/21/2025,20:30,U39333,Bangkok,Relaxing in Bangkok with views like this: street food vendor at night market.,Positive,225051,4042,143114.6,Street food vendor at night market,Leisure
7/6/2025,16:16,U47661,Beijing,Adventuring through Beijing – just look at forbidden city red gates!,Positive,397436,1290,241041.6,Forbidden City red gates,Adventure
7/5/2025,1:30,U49948,Brussels,Business isn’t all boring – check out grand place at night in Brussels.,Positive,267745,4253,169153,Grand Place at night,Business
6/26/2025,14:02,U51355,Venice,Quick trip to Venice for work – still managed to catch this: gondolas on grand canal.,Neutral,484702,2231,295283.2,Gondolas on Grand Canal,Business
6/28/2025,16:52,U10550,Glasgow,Business isn’t all boring – check out street art on city walls in Glasgow.,Positive,344195,1228,208973,Street art on city walls,Business
6/22/2025,19:00,U45034,Marrakech,Business isn’t all boring – check out lanterns in souk alley in Marrakech.,Positive,160293,3624,103423.8,Lanterns in souk alley,Business
6/23/2025,1:17,U14979,Cape Town,"Between meetings in Cape Town, took a moment to enjoy top of table mountain view.",Neutral,157510,4134,102774,Top of Table Mountain view,Business
7/15/2025,20:53,U20025,Copenhagen,Thrill-seeking in Copenhagen! Colorful houses in Nyhavn was the highlight.,Positive,333130,129,200136,Colorful houses in Nyhavn,Adventure
7/15/2025,22:46,U37695,Reykjavik,Adrenaline + views = Reykjavik. Loved geothermal pool steam rising!,Negative,98298,1447,61872.8,Geothermal pool steam rising,Adventure
6/8/2025,0:39,U91476,Santiago,Relaxing in Santiago with views like this: plaza de armas with street artists.,Neutral,23123,3495,20863.8,Plaza de Armas with street artists,Leisure
7/13/2025,19:13,U29511,Lisbon,Vacation vibes in Lisbon! Tile-covered buildings in Alfama made it unforgettable.,Neutral,473172,581,285065.2,Tile-covered buildings in Alfama,Leisure
7/5/2025,9:25,U40536,Santorini,Adrenaline + views = Santorini. Loved donkey path to oia!,Negative,266904,1275,162692.4,Donkey path to Oia,Adventure
6/3/2025,4:26,U96504,Rome,Adrenaline + views = Rome. Loved pasta served in a small trattoria!,Negative,299047,4958,189344.2,Pasta served in a small trattoria,Adventure
7/15/2025,6:13,U96629,Cusco,Thrill-seeking in Cusco! Alpacas near mountain trail was the highlight.,Negative,230165,4461,147021,Alpacas near mountain trail,Adventure
6/30/2025,2:48,U34923,Bali,Adventuring through Bali – just look at rice terraces in ubud!,Positive,64065,2586,43611,Rice terraces in Ubud,Adventure
7/23/2025,13:48,U51419,Beijing,"Between meetings in Beijing, took a moment to enjoy forbidden city red gates.",Positive,340116,4655,213379.6,Forbidden City red gates,Business
7/23/2025,1:04,U28921,Sydney,Exploring the beauty of Sydney – opera house from the ferry.,Positive,365975,826,221237,Opera House from the ferry,Leisure
5/29/2025,13:04,U63349,Marrakech,Thrill-seeking in Marrakech! Spices at the Medina was the highlight.,Neutral,453963,2612,277601.8,Spices at the Medina,Adventure
6/4/2025,14:04,U88667,Oslo,Adrenaline + views = Oslo. Loved akershus fortress view!,Positive,316006,4781,199165.6,Akershus Fortress view,Adventure
7/1/2025,0:19,U44620,Auckland,Adventuring through Auckland – just look at volcanic cone parkland!,Positive,116535,2830,75581,Volcanic cone parkland,Adventure
6/10/2025,13:59,U38259,Santiago,Vacation vibes in Santiago! Andes behind the skyline made it unforgettable.,Negative,233180,2626,145160,Andes behind the skyline,Leisure
7/22/2025,7:11,U43314,Hanoi,Adrenaline + views = Hanoi. Loved train street café!,Positive,384233,54,230647.8,Train Street café,Adventure
7/4/2025,12:43,U64073,Tokyo,Adrenaline + views = Tokyo. Loved cherry blossoms in full bloom!,Positive,97039,777,59777.4,Cherry blossoms in full bloom,Adventure
6/11/2025,20:42,U40222,Beijing,Adrenaline + views = Beijing. Loved forbidden city red gates!,Positive,355374,3141,219506.4,Forbidden City red gates,Adventure
7/3/2025,8:42,U76020,Vancouver,Exploring the beauty of Vancouver – snow-capped mountains behind skyline.,Positive,87357,1561,55536.2,Snow-capped mountains behind skyline,Leisure
7/4/2025,4:07,U29459,Athens,Quick trip to Athens for work – still managed to catch this: rooftop taverna with acropolis view.,Positive,323719,2115,198461.4,Rooftop taverna with Acropolis view,Business
6/20/2025,22:51,U79779,Reykjavik,Relaxing in Reykjavik with views like this: hallgrímskirkja church in snow.,Positive,170060,1492,105020,Hallgrímskirkja church in snow,Leisure
7/17/2025,0:26,U19015,Doha,"Between meetings in Doha, took a moment to enjoy museum of islamic art on the water.",Neutral,21365,4949,22717,Museum of Islamic Art on the water,Business
6/25/2025,1:24,U90711,Amman,Quick trip to Amman for work – still managed to catch this: roman amphitheater with crowd.,Positive,19148,888,13264.8,Roman amphitheater with crowd,Business
7/6/2025,22:17,U26944,Rome,Quick trip to Rome for work – still managed to catch this: colosseum under golden light.,Negative,408151,1125,247140.6,Colosseum under golden light,Business
6/19/2025,23:54,U77229,Abu Dhabi,Business isn’t all boring – check out date palms and desert dunes in Abu Dhabi.,Neutral,279694,3453,174722.4,Date palms and desert dunes,Business
6/8/2025,16:02,U25209,Kuala Lumpur,Adrenaline + views = Kuala Lumpur. Loved petronas towers at night!,Neutral,58784,3931,43132.4,Petronas Towers at night,Adventure
7/24/2025,14:01,U59817,Manila,Quick trip to Manila for work – still managed to catch this: intramuros colonial wall.,Positive,97007,3163,64530.2,Intramuros colonial wall,Business
6/13/2025,5:55,U54355,Copenhagen,Business isn’t all boring – check out bicycles along cobbled street in Copenhagen.,Positive,135662,4895,91187.2,Bicycles along cobbled street,Business
7/23/2025,17:36,U79106,Warsaw,Quick trip to Warsaw for work – still managed to catch this: palace of culture and science at night.,Positive,357880,127,214982,Palace of Culture and Science at night,Business
6/28/2025,12:47,U67681,Tel Aviv,Business isn’t all boring – check out carmel market food stalls in Tel Aviv.,Positive,424954,1809,258590.4,Carmel Market food stalls,Business
6/25/2025,2:48,U50675,Copenhagen,Relaxing in Copenhagen with views like this: bicycles along cobbled street.,Neutral,451359,2057,274929.4,Bicycles along cobbled street,Leisure
6/29/2025,11:24,U83098,Amman,Vacation vibes in Amman! Citadel hill with city view made it unforgettable.,Neutral,339604,3065,209892.4,Citadel hill with city view,Leisure
7/23/2025,5:23,U26479,Seoul,Business isn’t all boring – check out night view of n seoul tower in Seoul.,Negative,8064,42,4922.4,Night view of N Seoul Tower,Business
6/5/2025,0:16,U54866,Beijing,Vacation vibes in Beijing! The Great Wall winding over hills made it unforgettable.,Positive,342866,1341,208401.6,The Great Wall winding over hills,Leisure
6/2/2025,22:23,U19023,Toronto,Vacation vibes in Toronto! Snow-covered sidewalks downtown made it unforgettable.,Positive,413092,950,249755.2,Snow-covered sidewalks downtown,Leisure
6/4/2025,9:39,U75317,Iceland,Thrill-seeking in Iceland! Northern lights over glacier was the highlight.,Positive,311868,4700,196520.8,Northern lights over glacier,Adventure
6/4/2025,20:18,U45233,Stockholm,Adrenaline + views = Stockholm. Loved royal palace changing of guards!,Positive,367310,1624,223634,Royal Palace changing of guards,Adventure
6/1/2025,18:45,U32165,Manila,"Between meetings in Manila, took a moment to enjoy intramuros colonial wall.",Neutral,84115,507,51483,Intramuros colonial wall,Business
7/11/2025,12:29,U19062,Rio de Janeiro,Adrenaline + views = Rio de Janeiro. Loved beach volleyball at copacabana!,Positive,14795,3733,16343,Beach volleyball at Copacabana,Adventure
7/1/2025,3:49,U64743,Dubai,Quick trip to Dubai for work – still managed to catch this: luxury mall interior.,Positive,333333,2038,204075.8,Luxury mall interior,Business
7/27/2025,3:38,U38522,Rio de Janeiro,"Between meetings in Rio de Janeiro, took a moment to enjoy samba dancers at carnival.",Negative,9911,2200,10346.6,Samba dancers at Carnival,Business
7/8/2025,9:11,U15519,Glasgow,Business isn’t all boring – check out street art on city walls in Glasgow.,Neutral,90418,3674,61598.8,Street art on city walls,Business
6/14/2025,1:42,U96249,Amman,Relaxing in Amman with views like this: citadel hill with city view.,Positive,54022,2060,36533.2,Citadel hill with city view,Leisure
6/14/2025,6:33,U39142,Lima,Thrill-seeking in Lima! Cliffs overlooking Pacific Ocean was the highlight.,Positive,184648,3314,117416.8,Cliffs overlooking Pacific Ocean,Adventure
6/1/2025,8:25,U84057,Athens,Quick trip to Athens for work – still managed to catch this: parthenon at sunset.,Positive,370552,3003,228337.2,Parthenon at sunset,Business
7/15/2025,13:39,U50056,Berlin,Exploring the beauty of Berlin – street musicians in alexanderplatz.,Positive,181776,4033,117131.6,Street musicians in Alexanderplatz,Leisure
6/6/2025,16:14,U97608,Mexico City,Exploring the beauty of Mexico City – zócalo square flag.,Negative,108622,4414,74001.2,Zócalo square flag,Leisure
6/22/2025,11:59,U70584,Helsinki,Relaxing in Helsinki with views like this: white helsinki cathedral.,Positive,402383,2425,246279.8,White Helsinki Cathedral,Leisure
6/7/2025,14:31,U24224,Istanbul,Business isn’t all boring – check out blue mosque interior lights in Istanbul.,Negative,259212,3578,162683.2,Blue Mosque interior lights,Business
7/14/2025,17:22,U69820,Warsaw,Adrenaline + views = Warsaw. Loved palace of culture and science at night!,Positive,413202,2487,252895.2,Palace of Culture and Science at night,Adventure
6/23/2025,14:56,U72334,Venice,Exploring the beauty of Venice – bridge of sighs at dusk.,Neutral,364021,685,219782.6,Bridge of Sighs at dusk,Leisure
6/26/2025,8:20,U16343,Kuala Lumpur,Business isn’t all boring – check out batu caves steps and statues in Kuala Lumpur.,Positive,75777,100,45666.2,Batu Caves steps and statues,Business
6/20/2025,0:02,U16921,Manila,Vacation vibes in Manila! Intramuros colonial wall made it unforgettable.,Neutral,379076,1223,229891.6,Intramuros colonial wall,Leisure
7/9/2025,15:44,U94348,Oslo,Business isn’t all boring – check out akershus fortress view in Oslo.,Neutral,408252,825,246601.2,Akershus Fortress view,Business
7/15/2025,15:57,U10666,Vilnius,Adrenaline + views = Vilnius. Loved street art murals downtown!,Neutral,68259,327,41609.4,Street art murals downtown,Adventure
7/7/2025,22:37,U59405,Barcelona,Exploring the beauty of Barcelona – sagrada familia at sunset.,Positive,400748,629,241706.8,Sagrada Familia at sunset,Leisure
6/24/2025,10:33,U19699,Rio de Janeiro,Vacation vibes in Rio de Janeiro! Beach volleyball at Copacabana made it unforgettable.,Positive,393713,3482,243191.8,Beach volleyball at Copacabana,Leisure
6/20/2025,6:10,U71088,Kuala Lumpur,"Between meetings in Kuala Lumpur, took a moment to enjoy batu caves steps and statues.",Negative,125387,602,76436.2,Batu Caves steps and statues,Business
7/15/2025,20:51,U60257,Oslo,Thrill-seeking in Oslo! Snow-covered waterfront harbor was the highlight.,Positive,336613,4359,210685.8,Snow-covered waterfront harbor,Adventure
5/31/2025,11:18,U59790,Barcelona,Vacation vibes in Barcelona! Sagrada Familia at sunset made it unforgettable.,Positive,486895,2051,296239,Sagrada Familia at sunset,Leisure
6/22/2025,12:07,U75059,Mexico City,Exploring the beauty of Mexico City – street tacos on paper plate.,Positive,148226,4362,97659.6,Street tacos on paper plate,Leisure
7/16/2025,3:21,U84330,Santiago,Thrill-seeking in Santiago! Plaza de Armas with street artists was the highlight.,Positive,478021,3929,294670.6,Plaza de Armas with street artists,Adventure
7/19/2025,20:58,U18151,Auckland,Quick trip to Auckland for work – still managed to catch this: volcanic cone parkland.,Positive,292708,1456,178536.8,Volcanic cone parkland,Business
7/15/2025,1:41,U42237,Venice,Quick trip to Venice for work – still managed to catch this: gondolas on grand canal.,Negative,456268,555,274870.8,Gondolas on Grand Canal,Business
7/22/2025,19:36,U92771,Riga,Exploring the beauty of Riga – art nouveau building facades.,Neutral,117143,4463,79211.8,Art Nouveau building facades,Leisure
6/23/2025,9:28,U47802,Istanbul,Vacation vibes in Istanbul! Bosporus ferry ride made it unforgettable.,Positive,352179,4135,219577.4,Bosporus ferry ride,Leisure
6/6/2025,18:22,U82656,Copenhagen,Quick trip to Copenhagen for work – still managed to catch this: bicycles along cobbled street.,Negative,295918,3650,184850.8,Bicycles along cobbled street,Business
6/15/2025,22:29,U92841,Copenhagen,Relaxing in Copenhagen with views like this: colorful houses in nyhavn.,Neutral,493662,3565,303327.2,Colorful houses in Nyhavn,Leisure
6/22/2025,1:29,U44014,Amman,Adrenaline + views = Amman. Loved roman amphitheater with crowd!,Positive,308071,1608,188058.6,Roman amphitheater with crowd,Adventure
6/24/2025,15:05,U44927,Abu Dhabi,Vacation vibes in Abu Dhabi! Sheikh Zayed Mosque white domes made it unforgettable.,Positive,362194,645,218606.4,Sheikh Zayed Mosque white domes,Leisure
6/22/2025,7:10,U57449,Iceland,Quick trip to Iceland for work – still managed to catch this: waterfall crashing down cliffs.,Negative,344307,2466,211516.2,Waterfall crashing down cliffs,Business
7/18/2025,12:03,U89361,Tallinn,"Between meetings in Tallinn, took a moment to enjoy christmas market in town hall square.",Positive,407742,2503,249651.2,Christmas market in Town Hall Square,Business
7/6/2025,14:49,U79392,Bali,Quick trip to Bali for work – still managed to catch this: sunset surfer at uluwatu.,Positive,144356,2611,91835.6,Sunset surfer at Uluwatu,Business
6/28/2025,18:58,U86290,Budapest,Adventuring through Budapest – just look at parliament building by the danube!,Positive,499992,1869,303733.2,Parliament building by the Danube,Adventure
6/17/2025,12:36,U55665,Glasgow,Vacation vibes in Glasgow! Pub crowd during football match made it unforgettable.,Neutral,466021,177,279966.6,Pub crowd during football match,Leisure
7/10/2025,9:09,U13409,Marrakech,Vacation vibes in Marrakech! Lanterns in souk alley made it unforgettable.,Negative,340970,2723,210028,Lanterns in souk alley,Leisure
6/10/2025,7:25,U68131,Cusco,Adventuring through Cusco – just look at stone streets of inca city!,Neutral,6508,1690,7284.8,Stone streets of Inca city,Adventure
